t1,value,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
53.0,1585044.0,50.0,50.0,56.0,49.0,56.0,56.0,55.0,54.0,55.0,52.0
53.0,1587733.0,50.0,50.0,57.0,49.0,57.0,57.0,57.0,55.0,57.0,50.0
52.0,1664369.0,50.0,48.0,57.0,46.0,56.0,55.0,57.0,55.0,56.0,49.0
49.0,1851209.0,47.0,47.0,54.0,46.0,54.0,54.0,54.0,51.0,55.0,44.0
45.0,1950938.0,45.0,45.0,50.0,44.0,50.0,50.0,49.0,48.0,50.0,44.0
43.0,1943810.0,42.0,44.0,48.0,45.0,47.0,48.0,46.0,47.0,47.0,44.0
43.0,1898914.0,39.0,44.0,45.0,45.0,46.0,43.0,38.0,43.0,44.0,41.0
44.0,1815958.0,42.0,42.0,41.0,45.0,47.0,40.0,35.0,40.0,45.0,41.0
41.0,1712073.0,42.0,44.0,38.0,44.0,42.0,37.0,35.0,40.0,40.0,41.0
38.0,1579842.0,41.0,44.0,35.0,44.0,40.0,38.0,32.0,36.0,36.0,40.0
34.0,1532282.0,48.0,40.0,31.0,42.0,43.0,36.0,30.0,38.0,39.0,39.0
30.0,1518591.0,48.0,39.0,30.0,42.0,43.0,33.0,27.0,33.0,38.0,37.0
28.0,1545237.0,45.0,38.0,29.0,40.0,42.0,32.0,27.0,30.0,37.0,36.0
28.0,1581442.0,39.0,35.0,28.0,35.0,40.0,30.0,26.0,30.0,35.0,36.0
29.0,1655935.0,39.0,37.0,28.0,35.0,37.0,27.0,27.0,29.0,33.0,37.0
29.0,1787839.0,37.0,33.0,28.0,36.0,39.0,27.0,30.0,28.0,35.0,37.0
31.0,2053381.0,37.0,31.0,28.0,31.0,39.0,33.0,27.0,33.0,34.0,36.0
31.0,2133993.0,43.0,33.0,26.0,32.0,42.0,34.0,30.0,32.0,37.0,36.0
36.0,1980654.0,46.0,34.0,29.0,33.0,45.0,37.0,34.0,33.0,42.0,35.0
43.0,1835828.0,40.0,36.0,39.0,40.0,43.0,43.0,41.0,40.0,43.0,41.0
47.0,1721943.0,43.0,40.0,46.0,42.0,46.0,45.0,46.0,45.0,46.0,44.0
49.0,1640478.0,45.0,46.0,52.0,44.0,51.0,52.0,53.0,51.0,52.0,48.0
49.0,1582772.0,47.0,47.0,55.0,49.0,54.0,54.0,54.0,53.0,54.0,50.0
53.0,1562386.0,49.0,49.0,58.0,50.0,56.0,55.0,57.0,56.0,56.0,49.0
54.0,1533737.0,49.0,50.0,58.0,50.0,58.0,57.0,57.0,55.0,58.0,48.0
55.0,1544056.0,48.0,51.0,59.0,48.0,58.0,58.0,58.0,55.0,58.0,47.0
54.0,1640226.0,47.0,49.0,58.0,47.0,58.0,56.0,58.0,54.0,58.0,44.0
52.0,1870644.0,45.0,47.0,56.0,44.0,55.0,51.0,56.0,48.0,55.0,42.0
48.0,1989737.0,43.0,44.0,51.0,42.0,52.0,47.0,52.0,43.0,53.0,39.0
44.0,2006390.0,42.0,39.0,50.0,41.0,50.0,46.0,51.0,42.0,51.0,37.0
41.0,1990377.0,39.0,38.0,49.0,38.0,48.0,41.0,48.0,40.0,48.0,35.0
39.0,1912369.0,37.0,37.0,45.0,35.0,46.0,38.0,43.0,40.0,45.0,33.0
39.0,1824701.0,36.0,34.0,42.0,34.0,44.0,36.0,39.0,35.0,41.0,35.0
38.0,1712819.0,31.0,34.0,37.0,33.0,39.0,35.0,31.0,33.0,35.0,34.0
36.0,1645891.0,33.0,31.0,37.0,30.0,38.0,34.0,31.0,33.0,36.0,31.0
34.0,1663773.0,30.0,30.0,36.0,29.0,35.0,32.0,32.0,30.0,35.0,29.0
34.0,1672371.0,27.0,28.0,35.0,27.0,32.0,30.0,31.0,29.0,31.0,28.0
32.0,1708285.0,26.0,27.0,31.0,25.0,30.0,29.0,26.0,28.0,27.0,26.0
30.0,1775465.0,25.0,26.0,28.0,24.0,29.0,28.0,23.0,26.0,28.0,25.0
30.0,1881923.0,23.0,24.0,26.0,23.0,27.0,27.0,22.0,25.0,26.0,24.0
29.0,2150547.0,24.0,23.0,26.0,21.0,26.0,25.0,21.0,23.0,24.0,24.0
27.0,2243892.0,22.0,22.0,23.0,21.0,25.0,22.0,20.0,22.0,24.0,21.0
29.0,2091139.0,22.0,20.0,25.0,20.0,25.0,25.0,21.0,23.0,23.0,23.0
31.0,1961998.0,27.0,22.0,33.0,23.0,32.0,29.0,32.0,28.0,31.0,27.0
35.0,1864990.0,31.0,24.0,36.0,24.0,35.0,31.0,36.0,32.0,35.0,31.0
36.0,1791903.0,32.0,25.0,38.0,24.0,36.0,34.0,37.0,33.0,37.0,33.0
37.0,1724363.0,34.0,27.0,40.0,25.0,39.0,36.0,39.0,35.0,39.0,34.0
37.0,1676459.0,37.0,27.0,42.0,26.0,41.0,36.0,41.0,35.0,41.0,36.0
37.0,1653653.0,40.0,28.0,43.0,28.0,43.0,38.0,42.0,37.0,43.0,37.0
35.0,1689574.0,41.0,29.0,43.0,27.0,45.0,39.0,44.0,38.0,44.0,38.0
35.0,1803800.0,42.0,27.0,43.0,25.0,45.0,38.0,43.0,38.0,44.0,39.0
34.0,2021402.0,40.0,26.0,41.0,24.0,43.0,38.0,41.0,38.0,43.0,38.0
33.0,2116015.0,38.0,26.0,38.0,26.0,41.0,34.0,38.0,36.0,40.0,37.0
32.0,2116833.0,35.0,26.0,36.0,26.0,36.0,31.0,34.0,34.0,36.0,37.0
32.0,2101065.0,36.0,28.0,35.0,28.0,34.0,30.0,31.0,34.0,35.0,39.0
34.0,2006144.0,37.0,28.0,32.0,29.0,35.0,31.0,35.0,33.0,36.0,38.0
36.0,1895722.0,36.0,30.0,34.0,30.0,35.0,31.0,35.0,32.0,36.0,38.0
38.0,1746152.0,37.0,30.0,35.0,32.0,37.0,32.0,34.0,33.0,37.0,38.0
39.0,1663079.0,38.0,32.0,36.0,33.0,37.0,32.0,35.0,33.0,38.0,38.0
40.0,1632423.0,37.0,34.0,38.0,35.0,39.0,33.0,37.0,31.0,40.0,35.0
40.0,1621307.0,39.0,35.0,38.0,36.0,40.0,34.0,37.0,32.0,39.0,41.0
42.0,1642400.0,42.0,34.0,39.0,35.0,43.0,34.0,39.0,32.0,42.0,41.0
42.0,1686042.0,40.0,33.0,39.0,33.0,43.0,34.0,37.0,31.0,42.0,39.0
40.0,1813660.0,39.0,32.0,41.0,31.0,44.0,34.0,43.0,30.0,43.0,37.0
39.0,2061345.0,38.0,31.0,43.0,26.0,45.0,34.0,41.0,32.0,41.0,35.0
38.0,2180318.0,36.0,28.0,42.0,23.0,43.0,35.0,39.0,32.0,43.0,33.0
38.0,2114520.0,34.0,24.0,40.0,20.0,43.0,32.0,37.0,31.0,42.0,33.0
36.0,2069552.0,34.0,22.0,40.0,19.0,43.0,31.0,39.0,31.0,42.0,31.0
32.0,1992666.0,34.0,22.0,41.0,19.0,43.0,32.0,39.0,32.0,43.0,30.0
32.0,1935626.0,34.0,21.0,42.0,20.0,44.0,35.0,38.0,35.0,43.0,33.0
32.0,1868761.0,36.0,24.0,40.0,22.0,45.0,36.0,38.0,36.0,44.0,34.0
31.0,1854939.0,36.0,26.0,40.0,24.0,45.0,37.0,40.0,38.0,44.0,35.0
31.0,1790248.0,36.0,26.0,40.0,26.0,44.0,38.0,39.0,39.0,44.0,35.0
31.0,1813111.0,35.0,27.0,40.0,26.0,44.0,39.0,39.0,39.0,44.0,35.0
31.0,1927164.0,34.0,26.0,40.0,26.0,44.0,40.0,42.0,39.0,44.0,33.0
29.0,2157361.0,33.0,25.0,37.0,24.0,41.0,37.0,41.0,36.0,42.0,31.0
28.0,2271724.0,31.0,24.0,31.0,23.0,38.0,34.0,34.0,34.0,39.0,30.0
29.0,2282677.0,29.0,23.0,29.0,22.0,38.0,32.0,30.0,32.0,36.0,28.0
28.0,2281081.0,28.0,23.0,28.0,22.0,36.0,30.0,27.0,30.0,34.0,26.0
28.0,2218395.0,27.0,22.0,26.0,21.0,35.0,28.0,26.0,29.0,33.0,25.0
30.0,2152312.0,26.0,21.0,25.0,21.0,34.0,27.0,29.0,28.0,33.0,24.0
29.0,2044502.0,25.0,22.0,24.0,20.0,33.0,27.0,23.0,28.0,31.0,22.0
28.0,2012581.0,24.0,20.0,23.0,17.0,33.0,25.0,26.0,26.0,31.0,22.0
27.0,2035397.0,22.0,18.0,26.0,15.0,31.0,23.0,27.0,24.0,29.0,20.0
25.0,2068578.0,21.0,16.0,27.0,13.0,30.0,22.0,26.0,22.0,29.0,18.0
23.0,2113267.0,20.0,15.0,25.0,13.0,29.0,20.0,22.0,20.0,27.0,18.0
23.0,2199038.0,18.0,14.0,24.0,13.0,27.0,20.0,21.0,19.0,25.0,16.0
21.0,2318190.0,17.0,14.0,23.0,13.0,27.0,18.0,19.0,18.0,23.0,16.0
21.0,2531339.0,18.0,14.0,22.0,13.0,26.0,18.0,19.0,16.0,23.0,15.0
21.0,2576629.0,17.0,14.0,21.0,13.0,25.0,18.0,18.0,15.0,22.0,14.0
22.0,2481098.0,15.0,15.0,21.0,15.0,24.0,18.0,19.0,16.0,21.0,13.0
25.0,2396813.0,18.0,16.0,24.0,17.0,27.0,20.0,24.0,18.0,27.0,15.0
26.0,2297058.0,21.0,18.0,27.0,19.0,30.0,24.0,27.0,22.0,29.0,17.0
28.0,2193004.0,22.0,21.0,32.0,22.0,32.0,27.0,32.0,27.0,32.0,19.0
28.0,2121667.0,24.0,23.0,34.0,24.0,34.0,30.0,35.0,29.0,35.0,23.0
30.0,2029641.0,28.0,26.0,35.0,26.0,36.0,31.0,35.0,30.0,36.0,24.0
31.0,1985209.0,29.0,27.0,36.0,27.0,36.0,34.0,36.0,32.0,36.0,26.0
32.0,1965660.0,31.0,27.0,37.0,28.0,37.0,34.0,38.0,33.0,37.0,28.0
32.0,2035915.0,31.0,27.0,37.0,27.0,37.0,34.0,37.0,33.0,37.0,30.0
30.0,2251298.0,31.0,27.0,36.0,26.0,37.0,32.0,35.0,31.0,37.0,27.0
30.0,2352504.0,29.0,26.0,33.0,26.0,34.0,30.0,32.0,29.0,32.0,27.0
30.0,2336978.0,27.0,25.0,29.0,25.0,31.0,28.0,25.0,27.0,29.0,24.0
30.0,2318494.0,25.0,24.0,25.0,24.0,29.0,26.0,22.0,25.0,28.0,23.0
30.0,2260003.0,23.0,24.0,24.0,24.0,28.0,26.0,20.0,25.0,25.0,21.0
29.0,2193363.0,21.0,24.0,23.0,23.0,27.0,22.0,20.0,23.0,24.0,18.0
29.0,2087980.0,19.0,23.0,22.0,22.0,24.0,23.0,19.0,21.0,22.0,19.0
29.0,2002150.0,21.0,22.0,23.0,22.0,25.0,20.0,20.0,22.0,23.0,18.0
28.0,1990499.0,19.0,22.0,24.0,22.0,24.0,21.0,22.0,21.0,21.0,16.0
27.0,1992987.0,18.0,22.0,23.0,22.0,26.0,22.0,22.0,20.0,23.0,15.0
27.0,2016582.0,16.0,22.0,21.0,22.0,24.0,21.0,23.0,20.0,23.0,14.0
26.0,2056670.0,19.0,21.0,22.0,21.0,26.0,22.0,21.0,19.0,23.0,15.0
26.0,2075483.0,18.0,20.0,21.0,20.0,25.0,20.0,18.0,20.0,22.0,14.0
26.0,2162658.0,19.0,20.0,21.0,20.0,24.0,20.0,16.0,18.0,20.0,13.0
26.0,2274013.0,19.0,19.0,19.0,20.0,23.0,19.0,16.0,17.0,20.0,15.0
28.0,2315054.0,20.0,20.0,21.0,20.0,25.0,19.0,19.0,19.0,22.0,16.0
30.0,2257198.0,23.0,20.0,28.0,22.0,31.0,26.0,27.0,25.0,29.0,18.0
34.0,2161814.0,26.0,24.0,33.0,26.0,35.0,31.0,33.0,30.0,34.0,21.0
34.0,2037909.0,28.0,28.0,36.0,29.0,37.0,34.0,38.0,33.0,37.0,24.0
35.0,1930919.0,32.0,30.0,39.0,31.0,41.0,36.0,41.0,35.0,40.0,27.0
35.0,1857722.0,34.0,33.0,42.0,33.0,42.0,37.0,42.0,37.0,42.0,30.0
37.0,1821298.0,36.0,35.0,43.0,35.0,43.0,38.0,43.0,37.0,43.0,33.0
35.0,1836554.0,37.0,35.0,44.0,35.0,44.0,38.0,43.0,39.0,44.0,34.0
35.0,1897065.0,37.0,35.0,44.0,34.0,44.0,38.0,43.0,38.0,44.0,34.0
34.0,2023118.0,37.0,35.0,43.0,33.0,43.0,38.0,41.0,36.0,43.0,34.0
34.0,2033207.0,36.0,33.0,42.0,32.0,42.0,37.0,39.0,35.0,42.0,34.0
34.0,1989366.0,36.0,32.0,41.0,31.0,42.0,36.0,39.0,35.0,41.0,34.0
34.0,1934769.0,35.0,32.0,40.0,31.0,40.0,35.0,39.0,35.0,40.0,34.0
34.0,1861720.0,35.0,31.0,40.0,31.0,40.0,36.0,39.0,35.0,40.0,34.0
34.0,1794107.0,34.0,29.0,40.0,29.0,39.0,35.0,39.0,33.0,39.0,34.0
36.0,1682958.0,34.0,29.0,40.0,29.0,37.0,34.0,39.0,32.0,38.0,34.0
38.0,1598350.0,34.0,29.0,37.0,29.0,36.0,33.0,36.0,32.0,36.0,34.0
37.0,1574399.0,35.0,30.0,36.0,30.0,37.0,33.0,35.0,32.0,37.0,34.0
35.0,1560147.0,35.0,31.0,36.0,31.0,37.0,34.0,35.0,32.0,38.0,34.0
35.0,1546420.0,36.0,32.0,36.0,32.0,38.0,34.0,36.0,32.0,38.0,35.0
35.0,1548600.0,37.0,33.0,36.0,33.0,38.0,36.0,36.0,34.0,38.0,36.0
37.0,1560065.0,38.0,33.0,37.0,33.0,38.0,37.0,37.0,35.0,38.0,38.0
37.0,1610075.0,38.0,34.0,37.0,34.0,38.0,37.0,37.0,35.0,38.0,38.0
37.0,1715732.0,38.0,35.0,37.0,35.0,38.0,38.0,37.0,35.0,38.0,37.0
38.0,1855483.0,38.0,35.0,37.0,36.0,38.0,38.0,37.0,35.0,38.0,37.0
38.0,1933720.0,38.0,36.0,38.0,36.0,39.0,39.0,37.0,36.0,39.0,40.0
39.0,1915181.0,39.0,37.0,39.0,37.0,40.0,39.0,38.0,38.0,41.0,42.0
41.0,1873279.0,39.0,38.0,41.0,38.0,40.0,38.0,38.0,40.0,41.0,43.0
44.0,1835318.0,41.0,38.0,43.0,38.0,42.0,39.0,40.0,40.0,43.0,43.0
46.0,1796291.0,42.0,39.0,45.0,38.0,46.0,40.0,42.0,40.0,45.0,44.0
44.0,1771510.0,40.0,39.0,49.0,39.0,47.0,41.0,43.0,40.0,45.0,43.0
45.0,1758558.0,41.0,39.0,50.0,38.0,48.0,41.0,51.0,40.0,48.0,42.0
47.0,1806443.0,41.0,38.0,52.0,38.0,49.0,40.0,60.0,38.0,51.0,40.0
42.0,1912892.0,42.0,38.0,51.0,37.0,50.0,39.0,57.0,37.0,51.0,40.0
40.0,1954591.0,40.0,36.0,49.0,35.0,49.0,38.0,53.0,36.0,49.0,36.0
39.0,1933080.0,37.0,36.0,44.0,34.0,47.0,37.0,39.0,36.0,45.0,35.0
36.0,1919898.0,35.0,33.0,42.0,34.0,45.0,37.0,39.0,36.0,43.0,34.0
36.0,1871731.0,33.0,34.0,40.0,34.0,42.0,36.0,37.0,35.0,41.0,33.0
37.0,1839774.0,31.0,33.0,39.0,33.0,39.0,34.0,36.0,34.0,39.0,31.0
36.0,1745427.0,30.0,32.0,39.0,32.0,38.0,33.0,35.0,32.0,37.0,28.0
35.0,1711540.0,29.0,30.0,36.0,30.0,37.0,31.0,33.0,31.0,36.0,28.0
34.0,1718422.0,27.0,29.0,35.0,28.0,36.0,29.0,32.0,29.0,35.0,25.0
32.0,1748602.0,26.0,27.0,34.0,26.0,35.0,28.0,32.0,27.0,33.0,24.0
30.0,1785438.0,26.0,26.0,32.0,25.0,34.0,27.0,30.0,27.0,32.0,24.0
29.0,1872704.0,25.0,25.0,32.0,24.0,33.0,26.0,29.0,26.0,30.0,22.0
29.0,1971337.0,25.0,24.0,31.0,24.0,32.0,25.0,28.0,26.0,30.0,24.0
27.0,2142629.0,24.0,24.0,29.0,24.0,31.0,25.0,27.0,26.0,29.0,24.0
27.0,2267248.0,24.0,24.0,28.0,24.0,30.0,24.0,24.0,26.0,27.0,22.0
28.0,2275641.0,24.0,24.0,27.0,25.0,29.0,25.0,24.0,26.0,26.0,19.0
30.0,2235186.0,23.0,24.0,29.0,26.0,30.0,27.0,32.0,27.0,30.0,21.0
31.0,2182152.0,24.0,26.0,32.0,27.0,32.0,29.0,32.0,29.0,32.0,22.0
31.0,2100923.0,24.0,27.0,34.0,28.0,33.0,31.0,34.0,29.0,34.0,24.0
33.0,2022146.0,26.0,28.0,36.0,29.0,35.0,33.0,35.0,31.0,35.0,26.0
33.0,1952062.0,27.0,30.0,37.0,29.0,36.0,34.0,38.0,32.0,37.0,26.0
33.0,1915197.0,28.0,30.0,38.0,29.0,37.0,35.0,38.0,33.0,38.0,28.0
35.0,1922070.0,29.0,29.0,39.0,29.0,38.0,36.0,39.0,34.0,38.0,28.0
34.0,2025855.0,27.0,30.0,39.0,28.0,37.0,35.0,39.0,33.0,37.0,27.0
32.0,2271093.0,26.0,29.0,37.0,27.0,35.0,32.0,36.0,31.0,35.0,25.0
30.0,2395522.0,25.0,26.0,32.0,26.0,33.0,30.0,30.0,29.0,32.0,23.0
30.0,2418737.0,23.0,26.0,31.0,26.0,31.0,28.0,28.0,28.0,30.0,20.0
30.0,2376370.0,22.0,25.0,30.0,26.0,30.0,27.0,27.0,26.0,29.0,20.0
29.0,2283650.0,20.0,25.0,31.0,25.0,28.0,26.0,28.0,26.0,28.0,20.0
28.0,2212357.0,20.0,24.0,29.0,24.0,27.0,24.0,28.0,23.0,27.0,19.0
28.0,2086513.0,19.0,24.0,28.0,23.0,25.0,24.0,27.0,23.0,25.0,18.0
26.0,2022955.0,19.0,22.0,27.0,22.0,25.0,22.0,27.0,21.0,25.0,18.0
26.0,2014349.0,16.0,22.0,26.0,22.0,23.0,22.0,25.0,22.0,22.0,17.0
26.0,2019259.0,17.0,21.0,25.0,22.0,23.0,21.0,23.0,22.0,21.0,17.0
26.0,2052926.0,15.0,21.0,24.0,21.0,21.0,21.0,22.0,22.0,19.0,16.0
26.0,2120358.0,15.0,21.0,23.0,21.0,20.0,21.0,21.0,22.0,19.0,17.0
26.0,2248566.0,14.0,21.0,23.0,22.0,19.0,21.0,20.0,20.0,18.0,17.0
25.0,2477941.0,14.0,21.0,22.0,22.0,19.0,21.0,19.0,20.0,17.0,17.0
25.0,2525844.0,13.0,21.0,21.0,22.0,18.0,21.0,19.0,19.0,17.0,16.0
25.0,2414395.0,14.0,22.0,23.0,23.0,19.0,21.0,20.0,21.0,18.0,16.0
27.0,2287984.0,19.0,23.0,25.0,25.0,24.0,25.0,26.0,24.0,25.0,18.0
28.0,2178557.0,20.0,26.0,28.0,27.0,26.0,27.0,27.0,26.0,27.0,19.0
28.0,2107769.0,22.0,27.0,30.0,28.0,28.0,28.0,31.0,27.0,29.0,22.0
31.0,2010899.0,24.0,28.0,32.0,28.0,30.0,30.0,33.0,29.0,31.0,24.0
31.0,1963269.0,25.0,29.0,34.0,29.0,32.0,31.0,33.0,30.0,32.0,25.0
31.0,1926613.0,26.0,29.0,35.0,29.0,34.0,32.0,34.0,32.0,34.0,28.0
33.0,1924128.0,27.0,30.0,35.0,29.0,34.0,34.0,34.0,32.0,35.0,28.0
31.0,2042325.0,27.0,29.0,35.0,29.0,34.0,30.0,32.0,31.0,35.0,27.0
30.0,2298474.0,26.0,29.0,34.0,27.0,33.0,29.0,32.0,29.0,33.0,25.0
29.0,2432126.0,23.0,27.0,30.0,26.0,30.0,28.0,28.0,27.0,29.0,23.0
28.0,2450677.0,22.0,26.0,28.0,26.0,28.0,26.0,24.0,26.0,27.0,21.0
28.0,2412142.0,21.0,25.0,25.0,25.0,26.0,25.0,22.0,25.0,26.0,20.0
28.0,2317731.0,21.0,24.0,23.0,24.0,26.0,23.0,24.0,23.0,25.0,18.0
28.0,2213821.0,19.0,24.0,25.0,23.0,24.0,23.0,25.0,22.0,25.0,18.0
26.0,2085843.0,19.0,23.0,26.0,23.0,24.0,21.0,25.0,20.0,24.0,17.0
26.0,2036831.0,20.0,22.0,25.0,22.0,25.0,21.0,23.0,19.0,23.0,16.0
26.0,2042204.0,18.0,22.0,24.0,22.0,23.0,20.0,23.0,19.0,22.0,15.0
26.0,2058751.0,16.0,21.0,23.0,21.0,21.0,19.0,21.0,18.0,20.0,16.0
22.0,2106699.0,17.0,20.0,22.0,20.0,21.0,17.0,17.0,16.0,18.0,15.0
22.0,2187901.0,17.0,20.0,20.0,20.0,21.0,17.0,17.0,15.0,18.0,14.0
22.0,2320775.0,14.0,19.0,19.0,19.0,19.0,16.0,15.0,14.0,17.0,15.0
22.0,2555828.0,14.0,18.0,18.0,19.0,18.0,15.0,14.0,14.0,16.0,13.0
22.0,2581599.0,11.0,17.0,18.0,18.0,16.0,14.0,13.0,13.0,15.0,11.0
25.0,2434763.0,13.0,17.0,19.0,19.0,19.0,15.0,16.0,14.0,18.0,13.0
27.0,2292827.0,17.0,20.0,24.0,21.0,24.0,20.0,23.0,18.0,23.0,15.0
28.0,2200911.0,18.0,22.0,27.0,24.0,26.0,25.0,26.0,23.0,26.0,16.0
28.0,2101861.0,21.0,24.0,29.0,26.0,28.0,27.0,29.0,27.0,28.0,19.0
29.0,2024480.0,22.0,26.0,32.0,27.0,30.0,29.0,31.0,28.0,30.0,21.0
31.0,2000664.0,24.0,28.0,33.0,29.0,32.0,30.0,34.0,29.0,32.0,23.0
32.0,1964082.0,26.0,29.0,34.0,30.0,34.0,30.0,33.0,30.0,32.0,25.0
31.0,1960471.0,28.0,30.0,35.0,30.0,35.0,31.0,34.0,31.0,34.0,27.0
31.0,2040382.0,29.0,29.0,35.0,27.0,35.0,31.0,34.0,31.0,34.0,29.0
30.0,2225825.0,29.0,28.0,35.0,27.0,35.0,31.0,34.0,30.0,34.0,28.0
27.0,2360163.0,27.0,26.0,29.0,26.0,32.0,28.0,28.0,28.0,30.0,27.0
23.0,2385756.0,24.0,24.0,27.0,24.0,27.0,26.0,24.0,25.0,26.0,26.0
21.0,2351704.0,24.0,23.0,26.0,24.0,27.0,23.0,22.0,21.0,25.0,25.0
21.0,2275041.0,21.0,20.0,25.0,21.0,26.0,22.0,20.0,20.0,23.0,23.0
21.0,2185495.0,21.0,20.0,25.0,20.0,25.0,21.0,20.0,19.0,23.0,24.0
22.0,2045373.0,21.0,17.0,27.0,18.0,25.0,21.0,21.0,19.0,22.0,25.0
21.0,1987973.0,21.0,16.0,28.0,19.0,25.0,21.0,21.0,19.0,21.0,26.0
25.0,1959570.0,26.0,17.0,28.0,20.0,27.0,22.0,21.0,20.0,23.0,25.0
27.0,1941442.0,26.0,20.0,28.0,20.0,26.0,24.0,24.0,22.0,23.0,27.0
27.0,1949647.0,25.0,24.0,28.0,23.0,26.0,25.0,27.0,24.0,23.0,29.0
28.0,1990198.0,28.0,26.0,28.0,25.0,28.0,22.0,27.0,24.0,25.0,30.0
31.0,2087330.0,26.0,26.0,28.0,28.0,26.0,22.0,27.0,24.0,25.0,31.0
31.0,2306864.0,27.0,26.0,29.0,27.0,28.0,23.0,28.0,26.0,26.0,29.0
31.0,2342798.0,28.0,27.0,29.0,28.0,29.0,22.0,27.0,26.0,27.0,30.0
34.0,2172410.0,30.0,27.0,30.0,29.0,30.0,26.0,29.0,28.0,29.0,33.0
37.0,2057212.0,32.0,30.0,35.0,32.0,35.0,31.0,35.0,32.0,35.0,35.0
41.0,1981043.0,36.0,34.0,41.0,34.0,41.0,39.0,40.0,37.0,40.0,38.0
45.0,1908583.0,39.0,38.0,46.0,37.0,45.0,43.0,44.0,41.0,44.0,38.0
47.0,1823216.0,41.0,39.0,49.0,40.0,48.0,47.0,51.0,45.0,48.0,41.0
48.0,1746201.0,43.0,42.0,52.0,43.0,51.0,49.0,53.0,47.0,52.0,42.0
50.0,1697324.0,43.0,44.0,54.0,44.0,52.0,52.0,54.0,47.0,53.0,41.0
50.0,1709798.0,42.0,45.0,55.0,43.0,52.0,51.0,54.0,48.0,52.0,41.0
50.0,1797633.0,42.0,45.0,54.0,42.0,51.0,50.0,52.0,47.0,51.0,40.0
48.0,1985419.0,39.0,43.0,53.0,41.0,50.0,48.0,51.0,44.0,49.0,37.0
45.0,2114550.0,37.0,41.0,51.0,39.0,46.0,47.0,50.0,42.0,46.0,35.0
47.0,2120950.0,35.0,39.0,51.0,38.0,45.0,42.0,49.0,38.0,45.0,35.0
45.0,2120817.0,34.0,38.0,49.0,37.0,44.0,39.0,45.0,36.0,42.0,33.0
40.0,2044089.0,32.0,34.0,45.0,35.0,43.0,38.0,42.0,36.0,40.0,30.0
39.0,1961219.0,30.0,33.0,43.0,32.0,40.0,36.0,40.0,34.0,37.0,27.0
37.0,1859332.0,29.0,31.0,40.0,29.0,40.0,33.0,37.0,31.0,36.0,25.0
33.0,1856695.0,26.0,27.0,35.0,25.0,37.0,31.0,29.0,30.0,35.0,24.0
32.0,1881465.0,23.0,25.0,34.0,22.0,35.0,27.0,31.0,28.0,34.0,22.0
29.0,1911370.0,21.0,23.0,34.0,20.0,33.0,25.0,32.0,22.0,31.0,19.0
27.0,1965942.0,21.0,20.0,32.0,18.0,32.0,23.0,30.0,21.0,30.0,18.0
25.0,2079830.0,19.0,18.0,28.0,17.0,30.0,21.0,27.0,20.0,28.0,17.0
23.0,2225347.0,18.0,18.0,28.0,17.0,27.0,20.0,24.0,19.0,26.0,16.0
22.0,2494776.0,16.0,17.0,26.0,16.0,26.0,19.0,25.0,17.0,25.0,15.0
21.0,2594809.0,15.0,17.0,25.0,17.0,25.0,18.0,20.0,14.0,23.0,14.0
23.0,2444734.0,15.0,17.0,24.0,17.0,24.0,18.0,23.0,18.0,23.0,15.0
26.0,2340669.0,16.0,18.0,26.0,19.0,26.0,20.0,25.0,20.0,26.0,15.0
27.0,2233843.0,18.0,20.0,28.0,20.0,28.0,23.0,27.0,22.0,28.0,17.0
28.0,2141180.0,20.0,21.0,31.0,20.0,30.0,25.0,29.0,25.0,30.0,18.0
28.0,2053572.0,21.0,21.0,34.0,20.0,31.0,28.0,33.0,27.0,31.0,22.0
29.0,2000867.0,24.0,21.0,35.0,20.0,33.0,30.0,35.0,29.0,33.0,23.0
30.0,1936115.0,25.0,21.0,36.0,20.0,34.0,31.0,35.0,29.0,34.0,25.0
30.0,1922135.0,27.0,22.0,37.0,21.0,35.0,34.0,36.0,32.0,35.0,27.0
29.0,2005361.0,29.0,22.0,36.0,21.0,36.0,31.0,35.0,31.0,36.0,29.0
29.0,2211783.0,29.0,21.0,35.0,20.0,36.0,30.0,34.0,30.0,35.0,28.0
24.0,2307564.0,27.0,21.0,32.0,20.0,31.0,29.0,28.0,27.0,31.0,25.0
23.0,2287132.0,27.0,18.0,27.0,19.0,30.0,26.0,27.0,26.0,31.0,25.0
22.0,2240105.0,26.0,17.0,27.0,17.0,28.0,25.0,27.0,26.0,30.0,26.0
24.0,2183779.0,26.0,15.0,29.0,15.0,29.0,25.0,30.0,26.0,31.0,25.0
25.0,2104791.0,27.0,17.0,30.0,17.0,29.0,27.0,30.0,26.0,31.0,25.0
27.0,1977797.0,28.0,16.0,31.0,18.0,31.0,28.0,31.0,26.0,32.0,27.0
27.0,1907552.0,27.0,17.0,32.0,17.0,31.0,28.0,32.0,25.0,33.0,28.0
29.0,1881440.0,26.0,18.0,32.0,18.0,30.0,28.0,32.0,24.0,30.0,28.0
30.0,1869767.0,25.0,18.0,33.0,17.0,31.0,27.0,33.0,23.0,31.0,29.0
30.0,1873578.0,25.0,17.0,35.0,17.0,31.0,27.0,32.0,23.0,29.0,26.0
30.0,1900826.0,28.0,17.0,35.0,17.0,32.0,25.0,27.0,23.0,28.0,25.0
